Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Rica Salchicha Viena 150 g,655,ALUMINIO,Colorido brillante,Lata,150 g,FALSE,Rica,Salchicha Viena,FALSE,,,,,,,,,,,,,,,,
Nestle La lechera - Original 90 g,656,ALUMINIO,Colorido brillante,Lata,90 g,FALSE,Nestle,Original,FALSE,,,,,,,,,,,,,,,,
Clamato Original 163 mL,657,ALUMINIO,Colorido opaco,Lata,163 mL,FALSE,Clamato,Original,FALSE,,,,,,,,,,,,,,,,
Speed Max 269 mL,658,ALUMINIO,Colorido opaco,Lata,269 ml,FALSE,Postobón,,FALSE,,,,,,,,,,,,,,,,
Nuzart Barquillos rellenos de chocolate - 145 g,659,CARTÓN,Colorido opaco,Caja,145 g,FALSE,Nuzart,,FALSE,,,,,,,,,,,,,,,,
Zenú Arvejas con zanahoria 300 g,660,ALUMINIO,Colorido opaco,Lata,300 g,FALSE,Zenú,,FALSE,,,,,,,,,,,,,,,,
Cerveza Aguila Original 330cm³,661,ALUMINIO,Dorado metalizado,Lata,330 cm3,FALSE,Aguila,Original,FALSE,Cerveza,,,,,,,,,,,,,,,
Lomitos de atún en agua - Exito 110.5 g,662,ALUMINIO,Azul metalizado,Lata,110.5 g,FALSE,Exito,,FALSE,,,,,,,,,,,,,,,,
Lomitos de atún en aceite de girasol - La Soberana 104 g,663,ALUMINIO,Verde metalizado,Lata,104 g,FALSE,La Soberana,,FALSE,,,,,,,,,,,,,,,,
Schweppes 269 mL,664,ALUMINIO,Verde metalizado,Lata,269 mL,FALSE,Schweppes,,FALSE,,,,,,,,,,,,,,,,
Equiori Chocolate orgánico oscuro 65% - 330 g,665,CARTÓN,Colorido opaco,Caja,330 g,FALSE,Equiori,,FALSE,Chocolate,,,,,,,,,,,,,,,
Chocolate orgánico oscuro con panela 11 g,666,PAPEL_OTROS,Beige Opaco,Envoltorio,11 g,FALSE,Equiori,,FALSE,Chocolate,,,,,,,,,,,,,,,
Chocolate orgánico oscuro con panela - 330 g,667,CARTÓN,Colorido opaco,Caja,330 g,FALSE,Equiori,,FALSE,Chocolate,,,,,,,,,,,,,,,
Chocolate orgánico oscuro 65% 11 g,668,PAPEL_OTROS,Colorido opaco,Envoltorio,11 g,FALSE,Equiori,Oscuro al 65%,FALSE,Chocolate,,,,,,,,,,,,,,,
Chocolate orgánico oscuro 80% 11 g,669,PAPEL_OTROS,Colorido opaco,Envoltorio,11 g,FALSE,Equiori,Oscuro al 80%,FALSE,Chocolate,,,,,,,,,,,,,,,
Equiori Chocolate orgánico oscuro 80% - 330 g,670,CARTÓN,Colorido opaco,Caja,330 g,FALSE,Equiori,,FALSE,Chocolate,,,,,,,,,,,,,,,
Coca-Cola Sin azúcar 300 ml,671,VIDRIO,Transparente claro,Botella,300 mL,TRUE,Coca-Cola,Sin azúcar,FALSE,Gaseosa,,,,,,,,,,,,,,,
Hit Jugo de Naranja 1L,672,TETRAPACK,Colorido opaco,Caja,1 L,TRUE,HIT,Jugo de naranja 100% Premium,FALSE,Jugo,,,,,,,,,,,,,,,
Jugo exprimido Pura Frutta Manzana Roja 1 L,673,TETRAPACK,Rojo opaco,Caja,1 L,TRUE,Pura Frutta,Manzaja Roja de la patagoni,FALSE,Jugo,,,,,,,,,,,,,,,
Frutas Selectas Light Arándano 1 L,674,TETRAPACK,Colorido opaco,Caja,1 L,TRUE,Frutas Selectas,Arándano,FALSE,,,,,,,,,,,,,,,,
Baby Gu Compota de Manzana Alpina 113 g,675,VIDRIO,Transparente claro,Envase,113 g,TRUE,Alpina,Manzana,FALSE,,,,,,,,,,,,,,,,
Casino Tomates Olives Sauce 190 g,676,VIDRIO,Transparente claro,Envase,190 g,TRUE,Casino,Tomates y olivas,FALSE,,,,,,,,,,,,,,,,
Taeq Salsa de tomate cherry y albahaca 260 g,677,VIDRIO,Transparente claro,Envase,260 g,TRUE,Taeq,Tomate cherry y albahaca,FALSE,,,,,,,,,,,,,,,,
Bary Salsa de Soya  155 mL,678,VIDRIO,Transparente claro,Envase,155 mL,TRUE,Bary,Salsa de soya,FALSE,,,,,,,,,,,,,,,,
Salsa Fruco Tomate 250 g,679,VIDRIO,Transparente claro,Envase,250 g ,TRUE,Fruco,Tomate,FALSE,,,,,,,,,,,,,,,,
Monticello salsa boloñesa 420 g,680,VIDRIO,Transparente claro,Envase,420 g,TRUE,Monticello,Boloñesa,FALSE,,,,,,,,,,,,,,,,
Salsa BBQ La Constancia 190 g,681,PLÁSTICO,Colorido brillante,Envoltorio,190 g,TRUE,La Constancia,BBQ,FALSE,,,,,,,,,,,,,,,,
Heinz Compotas 339 g,682,CARTÓN,Colorido opaco,Envoltorio,339 g,FALSE,Heinz,,FALSE,,,,,,,,,,,,,,,,
Compota Heinz Manzana 113 g,683,VIDRIO,Transparente claro,Envase,113 g,TRUE,Heinz,Manzana,FALSE,,,,,,,,,,,,,,,,
Compota Heinz Frutas Tropicales 113 g,684,VIDRIO,Transparente claro,Envase,113 g,TRUE,Heinz,Frutas tropicales,FALSE,,,,,,,,,,,,,,,,
Compota Heinz Pera 113 g,685,VIDRIO,Transparente claro,Envase,113 g,TRUE,Heinz,Pera,FALSE,,,,,,,,,,,,,,,,
Six pack cajas Hatsu 1200 mL,686,PLÁSTICO,Transparente claro,Envoltorio,N/A,FALSE,Hatsu,,FALSE,,,,,,,,,,,,,,,,
Hatsu Tea Granada & Mora azul 200 mL,687,TETRAPACK,Azul turquesa,Caja,200 mL,FALSE,Hatsu,Bebida con té blanco con sabor a granada & mora azul,FALSE,Hidratante,,,,,,,,,,,,,,,
Hatsu Tea Carambolo y flor de loto 200 mL,688,TETRAPACK,Amarillo opaco,Caja,200 mL,FALSE,Hatsu,Carambolo & Flor de loto,FALSE,Hidratante,,,,,,,,,,,,,,,
Hatsu Tea Mangostino 200 mL,689,TETRAPACK,Blanco,Caja,200 mL,FALSE,Hatsu,Mangostino,FALSE,Hidratante,,,,,,,,,,,,,,,
Hatsu Tea Flor de cerezo 200 mL,690,TETRAPACK,Lila,Caja,200 mL,FALSE,Hatsu,Flor de cerezo,FALSE,Hidratante,,,,,,,,,,,,,,,
Colanta Leche entera 200 ml,691,TETRAPACK,Verde opaco,Caja,200 mL,FALSE,Colanta,Leche entera,FALSE,Leche,,,,,,,,,,,,,,,
Alpina Leche deslactosada 200 mL,692,TETRAPACK,Azul opaco,Caja,200 mL,FALSE,Alpina,Deslactosada,FALSE,Leche,,,,,,,,,,,,,,,
Alquería Leche deslactosada 180 mL,693,TETRAPACK,Colorido opaco,Caja,180 mL,FALSE,Alquería,Leche deslactosada,FALSE,Leche,,,,,,,,,,,,,,,
California Nectar Manzana 200 mL,694,TETRAPACK,Colorido opaco,Caja,200 mL,FALSE,California,Manzana,FALSE,Jugo,,,,,,,,,,,,,,,
Alpina Néctar Frutto Durazno 200 mL,695,TETRAPACK,Colorido opaco,Caja,200 mL,FALSE,Alpina,Durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Chocolate orgánico oscuro 80% sin azúcar 11 g,696,PAPEL_OTROS,Colorido opaco,Envoltorio,11 g,FALSE,Equiori,Oscuro al 80% sin azúcar,FALSE,Chocolate,,,,,,,,,,,,,,,
Equiori Chocolate orgánico oscuro 80% sin azúcar - 330 g,697,CARTÓN,Colorido opaco,Caja,330 g,FALSE,Equiori,Oscuro al 80% sin azúcar,FALSE,Chocolate,,,,,,,,,,,,,,,
Equiori Barra de chocolate caja 9 unidades,698,CARTÓN,Blanco y rojo opaco,Caja,720 g,FALSE,Equiori,,FALSE,Chocolate,,,,,,,,,,,,,,,
Bilac 6 unidades 200 mL,699,PLÁSTICO,Colorido brillante,Envoltorio,1 L,FALSE,Bilac,,FALSE,Leche,,,,,,,,,,,,,,,
Leche achocolatada Bilac 200 mL,700,PLÁSTICO,Blanco opaco,Envoltorio,200 mL,FALSE,Bilac,Chocolate,FALSE,Leche,,,,,,,,,,,,,,,
Bolsa de aromática usada,701,BOLSA_AROMÁTICA,N/A,Bolsa aromática,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Limón Fruta,702,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Tahiti,FALSE,Fruta,,,,,,,,,,,,,,,
JP Chenet Ice Edition Rosado 200 mL,703,VIDRIO,Rosado opaco,Botella,200 mL,N/A,JP Chenet,Ice Edition Rosado,FALSE,,,,,,,,,,,,,,,,
Recipiente de icopor,704,ICOPOR,Blanco,Envase,N/A,N/A,N/A,Icopor,FALSE,,,,,,,,,,,,,,,,
Generic Pencil,705,NO_RECICLABLE,N/A,Lapicero,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Periódico,706,PAPEL,N/A,Lámina,N/A,N/A,N/A,Periódico,FALSE,,,,,,,,,,,,,,,,
Aky`s Frut Zumo de limón,707,PET,Transparente claro,Botella,330 ml,TRUE,Aky`s Frut,Zumo de limón,FALSE,,,,,,,,,,,,,,,,
Alpinette Alpina,708,PLÁSTICO,Rojo brillante,Envoltorio,140 g,N/A,Alpina,Alpinette,FALSE,,,,,,,,,,,,,,,,
"Tosh Aromática Infusión Caliente Manzanilla, Jengibre, Limón y Miel (Envoltorio individual)",709,PLÁSTICO,Colorido opaco,Envoltorio,2 g,N/A,Tosh," Aromática Infusión Caliente Manzanilla, Jengibre, Limón y Miel",FALSE,, Aromática Infusión Caliente Mango-Coco/ Manzanilla/Frutos tropicales,,,,,,,,,,,,,,
Tosh Aromática Infusión Fría Flor de Jamaica/Frambuesa (Envoltorio individual),710,PLÁSTICO,Colorido opaco,Envoltorio,1.1 g,N/A,Tosh,Aromática Infusión Fría Flor de Jamaica/Frambuesa,FALSE,,,,,,,,,,,,,,,,
Tisanas Bamby aromática de manzanilla,711,CARTÓN,Colorido opaco,Caja,15 g,N/A,Tisanas Bamby,Aromática de manzanilla,FALSE,,,,,,,,,,,,,,,,
Bubblemint menta (exterior),712,PLÁSTICO,Colorido brillante,Envoltorio,N/A,N/A,Bubblemint,Bubblemint Menta,FALSE,,,,,,,,,,,,,,,,
Bubblemint menta (individual),713,PAPEL_OTROS,Blanco,Envoltorio,N/A,N/A,Bubblemint,N/A,FALSE,,,,,,,,,,,,,,,,
Colombiana Botella 250 ml,714,PET,Transparente,Botella,250 ml,TRUE,Colombiana,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
PonyMalta Original 1.5 L,715,PET,Café opaco,Botella,1.5 L,TRUE,PonyMalta, Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Papel envoltorio chicle Trident,716,PAPEL_OTROS,Blanco,Envoltorio,N/A,N/A,Trident,N/A,FALSE,,,,,,,,,,,,,,,,
Chicle (desecho),717,CHICLE,N/A,Chicle,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
ChocoBall Break,718,PLÁSTICO,Rojo brillante,Envoltorio,3.5 g,N/A,Colombina,ChocoBall Break,FALSE,Chocolate,Pao/0/ChocoBall,,,,,,,,,,,,,,
Robin Hood Mega Tosty 115 g,719,PLÁSTICO,Marrón,Envoltorio,115 g,N/A,Colombina,Mega Tosty,FALSE,,Pao/0/chococono,,,,,,,,,,,,,,
Chocolatina Mini Jet Tradicional ,720,PLÁSTICO,Colorido opaco,Envoltorio,6 g,N/A,Jet,Tradicional,FALSE,Chocolate,Pao/0/Chocolatina Jet,,,,,,,,,,,,,,
Chocolatina Mini Jet Mora,721,PLÁSTICO,Colorido opaco,Envoltorio,6 g,N/A,Jet,Mora,FALSE,Chocolate,Pao/0/Chocolatina Jet,,,,,,,,,,,,,,
Chocolatina Mini Jet Arequipe,722,PLÁSTICO,Colorido opaco,Envoltorio,6 g,N/A,Jet,Arequipe ,FALSE,Chocolate,Pao/0/Chocolatina Jet,,,,,,,,,,,,,,
Colgate Total 12 75ml,723,CARTÓN,Blanco,Caja,75 ml,N/A,Colgate,Total 12 Anti Sarro,FALSE,,Pao/0/Colgate,,,,,,,,,,,,,,
Compota Respin Mango,724,VIDRIO,Transparente Claro,Botella,113 g ,TRUE,Respin,Compota de Mango,FALSE,,Pao/0/Compota,,,,,,,,,,,,,,
Galletas Crakeñas Saltín ,725,PLÁSTICO,Rojo brillante,Envoltorio,"31,25 g",N/A,Colombina,Galletas Crakeñas,FALSE,Galletas,Pao/0/Galletas Crakeñas,,,,,,,,,,,,,,
Manzana Postobón 250 ml,726,PET,Transparente Claro,Botella,250 ml,TRUE,Postobón,Manzana Postobón,FALSE,Gaseosa,Pao/0/Gaseosa manzana,,,,,,,,,,,,,,
Carcasa Lapicero Paper Mate,727,PLÁSTICO,Transparente Claro,Envoltorio,N/A,N/A,Paper Mate,Lapicero,FALSE,,Pao/0/Lapicero,,,,,,,,,,,,,,
Maizitos de limón Ramo,728,PLÁSTICO,Verde brillante,Envoltorio,45 g,N/A,Ramo,Limón ,FALSE,Snacks,Pao/0/Maizitos de limón,,,,,,,,,,,,,,
Maní con sal Manicero La Especial,729,PLÁSTICO,Colorido brillante,Envoltorio,25 g,N/A,La Especial,Maní con sal,FALSE,Snacks,Pao/0/Maní,,,,,,,,,,,,,,
Ferrero Noggy ,730,ALUMINIO,Colorido brillante,Envoltorio,N/A,N/A,Ferrero,Noggy,FALSE,Chocolate,Pao/0/Noggy Ferrero,,,,,,,,,,,,,,
Nestlé Milo Nuggets 40g,731,PLÁSTICO,Verde opaco,Envoltorio,40 g,N/A,Milo,Nuggets,FALSE,,Pao/0/Nugget de Milo,,,,,,,,,,,,,,
Jabón Antibacterial Dorado Fresh,732,PAPEL_OTROS,Colorido opaco,Envoltorio,125 g,N/A,Dorado,Jabón antibacterial,FALSE,,Pao/0/Papel,,,,,,,,,,,,,,
Papitas Riz-Q Limón,733,PLÁSTICO,Colorido brillante,Envoltorio,20 g,N/A,Riz-Q,Papitas Limón,FALSE,Snacks,Pao/0/papitas rizq,,,,,,,,,,,,,,
Generic Blister Pack,734,EMPAQUE_MEDICAMENTO,Plateado,Envoltorio,N/A,N/A,N/A,Medicamentos,FALSE,,Pao/0/pastillas,,,,,,,,,,,,,,
Tableta Advil,735,EMPAQUE_MEDICAMENTO,Colorido brillante,Envoltorio,N/A,N/A,Advil,Medicamentos,FALSE,Medicina,Pao/0/pastillas,,,,,,,,,,,,,,
Botella Pepsi 300ml,736,VIDRIO,Transparente Claro,Botella,300 ml,TRUE,Pepsi,Gaseosa,FALSE,Gaseosa,Pao/0/Pepsi,,,,,,,,,,,,,,
Tapa plástica Manzana Postobón,737,PLÁSTICO,Rosado,Tapa,N/A,N/A,N/A,N/A,FALSE,,Pao/0/Gaseosa manzana,,,,,,,,,,,,,,
Generic Plastic Cap,738,PLÁSTICO,N/A,Tapa,N/A,N/A,N/A,Tapa plástica genérica ,FALSE,,Pao/0/Limonada Omi,,,,,,,,,,,,,,
Etiqueta Limonada OMI,739,PLÁSTICO,Transparente Claro,Lámina,N/A,N/A,Omi,Limonada Omi,FALSE,,Pao/0/Limonada Omi,,,,,,,,,,,,,,
Refresco de Mango Tree Fruits,740,TETRAPACK,Colorido opaco,Caja,1 L,N/A,Tree Fruits,Jugo de mango,FALSE,Jugo,Pao/0/refresco de mango,,,,,,,,,,,,,,
Generic Napkin,741,PAPEL_TOALLA,Blanco,Servilleta,N/A,N/A,N/A,Servilleta,FALSE,,Pao/0/Servilletas,,,,,,,,,,,,,,
Menta Snow Mint ,742,PLÁSTICO,Colorido brillante,Envoltorio,4 g ,N/A,Colombina,Menta Mint,FALSE,,Pao/0/Snow Mint,,,,,,,,,,,,,,
Nescafé Tradición ,743,PLÁSTICO,Colorido opaco,Envoltorio,1.5 g,N/A,Nescafé,Café soluble,FALSE,Café,Pao/0/sobre nescafé,,,,,,,,,,,,,,
Vive 100 Original 1000 ml,744,PLÁSTICO,Colorido opaco,Botella,1 L,TRUE,Vive 100,Vive 100 Original,FALSE,Gaseosa,Pao/0/vive100 s,,,,,,,,,,,,,,
Antibacterial Caribbean Escape Pocket Bac,745,PLÁSTICO,Transparente Claro,Envoltorio,29 ml,TRUE,Caribbean Escape,Pocket Bac Hand Gel,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Antibacterial,,,,,,,,,,,,,,
Bolsa de aromática Tosh,746,BOLSA_AROMÁTICA,N/A,Bolsa aromática,N/A,N/A,Tosh,Aromática,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Aromaticas,,,,,,,,,,,,,,
Bolsa de aromática sin usar,747,BOLSA_AROMÁTICA,N/A,Bolsa aromática,N/A,N/A,N/A,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Aromaticas,,,,,,,,,,,,,,
Drunking Slushie,748,PLÁSTICO,N/A,Envase,N/A,TRUE,Drunking Slushie ,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Bebidas,,,,,,,,,,,,,,
Bebida Jhon Perrada ,749,PLÁSTICO,N/A,Botella,N/A ,TRUE,Jhon Perrada,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Bebidas,,,,,,,,,,,,,,
Bebida ICEE,750,PLÁSTICO,N/A,Envase,22 oz,TRUE,ICEE,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Bebidas,,,,,,,,,,,,,,
Generic Drink,751,ORGÁNICO,N/A,Envase,,N/A,N/A,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Bebidas,,,,,,,,,,,,,,
Betún negro en Pasta Búfalo ,752,ALUMINIO,Colorido opaco,Lata,15 gr,N/A,Búfalo,Netún negro Classic ,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Betún,,,,,,,,,,,,,,
Generic Cables ,753,PLÁSTICO,N/A,Cable,N/A,N/A,N/A,Cables de carga,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Cables,,,,,,,,,,,,,,
Generic Toothbrush ,754,PLÁSTICO,N/A,Cepillo,N/A,N/A,N/A,Cepillo de dientes,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Cepillo de dientes,,,,,,,,,,,,,,
Envoltorio Protectores Nosotras,755,PLÁSTICO,Colorido opaco,Envoltorio,N/A,N/A,Nosotras,Envoltorio protectores ,FALSE,,Pao/0/Plástico,,,,,,,,,,,,,,
Yogurt Alpina x5 Unidades 750 gr,756,PLÁSTICO,Colorido opaco,Envoltorio,750 gr,N/A,Alpina ,Bolsa de Yogurt Alpina x5 Unidades,FALSE,Yogur,Pao/0/Plástico,,,,,,,,,,,,,,
Avena Alpina x4 Unidades,757,PLÁSTICO,Colorido opaco,Envoltorio,1 L,N/A,Alpina ,Bolsa de Avena Alpina x4 Unidades,FALSE,,Pao/0/Plástico,,,,,,,,,,,,,,
Tarjeta de crédito Davivienda dañada,758,PLÁSTICO,Colorido opaco,Lámina,N/A,N/A,Davivienda,Tarjeta de crédito dañada,FALSE,,Pao/0/Plástico,,,,,,,,,,,,,,
Generic Ordinary + Organic,759,ORGÁNICO,N/A,Mixto,N/A,N/A,N/A,Orgánico + otro material,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/comida,,,,,,,,,,,,,,
Galletas Crakeñas Club,760,PLÁSTICO,Colorido opaco,Envoltorio,25.5 gr,N/A,Colombina,Crackeñas Club,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/comida,,,,,,,,,,,,,,
Generic Electronics,761,ELECTRÓNICO,N/A,Electrónico,N/A,N/A,N/A,N/A,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Electronico,,,,,,,,,,,,,,
Celular ZTE,762,ELECTRÓNICO,Blanco,Celular,N/A,N/A,ZTE,Celular,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Electronico,,,,,,,,,,,,,,
Esmalte para uñas MASGLO ,763,NO_RECICLABLE,Colorido brillante,Envoltorio,13.5 ml,TRUE,MASGLO,Esmalte para uñas ,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Esmaltes,,,,,,,,,,,,,,
Toallas desinfectantes Clorox,764,PLÁSTICO,Colorido opaco,Envoltorio,N/A,N/A,Clorox,Toallas desinfectantes aroma fresco,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Pañitos de clorox,,,,,,,,,,,,,,
Generic Paper Bag Dirty,765,BOLSA_PAPEL,Marrón,Bolsa,N/A,N/A,N/A,Bolsa de papel sucia o engrasada,TRUE,,Pao/1/Fotos 1/ ORDINARIOS/Papel engrasado y palitos,,,,,,,,,,,,,,
Generic Battery,766,BATERÍA,N/A,Batería,N/A,N/A,N/A,Batería genéricas,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Pilas,,,,,,,,,,,,,,
Bateria Panasonic,767,BATERÍA,N/A,Batería,N/A,N/A,Panasonic,Batería Panasonic,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Pilas,,,,,,,,,,,,,,
Batería Eveready,768,BATERÍA,N/A,Batería,N/A,N/A,Eveready,Batería Eveready,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Pilas,,,,,,,,,,,,,,
Generic Plastic Dirty,769,PLÁSTICO,N/A,Envase,N/A,N/A,N/A,Plasticos sucios,TRUE,,Pao/1/Fotos 1/ ORDINARIOS/Plástico sucio,,,,,,,,,,,,,,
Doritos Dinamita Limón Taquero 50 g,770,PLÁSTICO,Verde brillante,Envoltorio,50 g,N/A,Doritos,Dinamita Limón Taquero,FALSE,Snacks,Pao/1/Fotos 1/ ORDINARIOS/Plástico sucio,,,,,,,,,,,,,,
Helado de arequipe La Fresita ,771,PLÁSTICO,Colorido opaco,Envoltorio,100 g,N/A,La Fresita,Helado de arequipe,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Plástico sucio,,,,,,,,,,,,,,
Polvo maquillaje,772,NO_RECICLABLE,N/A,Envoltorio,N/A,TRUE,N/A,Polvo,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Polvo,,,,,,,,,,,,,,
Esquinas Chocoramo,773,PLÁSTICO,Colorido opaco,Envoltorio,50 g,N/A,Chocoramo,Ponqué en forma de triángulo ,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Sabor en la mesa,,,,,,,,,,,,,,
Sal de frutas Lua,774,PLÁSTICO,Colorido brillante,Envoltorio,5 g,N/A,Tecnoquímicas TQ,Polvo efervescente sabor original,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Sal de frutas,,,,,,,,,,,,,,
Generic Dirty Paper Cup,775,PAPER_CUP,N/A,Envase,7 oz ,N/A,N/A,N/A,TRUE,,Pao/1/Fotos 1/ ORDINARIOS/Vasos sucios,,,,,,,,,,,,,,
Aguacate,776,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Aguacate,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Aguacate,,,,,,,,,,,,,,
Sandía fruta,777,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Sandía,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Sandía,,,,,,,,,,,,,,
Pistacho,778,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Pistacho,FALSE,,Pao/1/Fotos 1/ ORDINARIOS/Pistachos,,,,,,,,,,,,,,
Manzana verde,779,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Manzana verde,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Manzana,,,,,,,,,,,,,,
Manzana roja,780,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Manzana roja,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Manzana,,,,,,,,,,,,,,
Mandarina fruta,781,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Mandarina,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Mandarina,,,,,,,,,,,,,,
Fresa fruta,782,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Fresa,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Fresas,,,,,,,,,,,,,,
Papa ,783,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Papa,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Cascaras,,,,,,,,,,,,,,
Zanahoria,784,ORGÁNICO,N/A,Orgánico,N/A,N/A,N/A,Zanahoria,FALSE,Fruta,Pao/1/Fotos 1/ ORDINARIOS/Cascaras,,,,,,,,,,,,,,
Bandeja de aluminio,785,ALUMINIO,Plateado,Bandeja,N/A,N/A,N/A,Bandeja,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Aluminio,,,,,,,,,,,,,,
Sacapuntas de aluminio ,786,ALUMINIO,Plateado,Mixto,N/A,N/A,N/A,Sacapuntas,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Aluminio,,,,,,,,,,,,,,
Arequipe Alquería,787,PLÁSTICO,Colorido opaco,Envase,50 g,N/A,Alquería,Arequipe ,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Arequipe,,,,,,,,,,,,,,
Atún Isabel,788,ALUMINIO,Colorido opaco ,Envoltorio,160 g,TRUE,Isabel,Lomitos de atúnen aceite de girasól,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Atun,,,,,,,,,,,,,,
Bombón BonBonBum Lulo 19 g,789,PLÁSTICO,Colorido opaco,Envoltorio,19 g,N/A,Colombina,Bombón de lulo,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Bombon de lulo,,,,,,,,,,,,,,
Café Buendía,790,VIDRIO,Transparente Claro,Envoltorio,170 g,TRUE,Buendía,Café Buendía Clásico,FALSE,Café,Pao/1/Fotos 1/ RECICLABLES/Café Buendía,,,,,,,,,,,,,,
Generic Medicine Cardboard Box,791,CARTÓN,Colorido opaco,Caja,≈1600 g ,N/A,N/A,N/A,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Carton,,,,,,,,,,,,,,
Cinta Adhesiva de papel,792,NO_RECICLABLE,Blanco,Mixto,N/A,N/A,Soluciones Adhesivas,Rollo de cinta adhesiva,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Cinta,,,,,,,,,,,,,,
Coca-cola Original 1.25 L,793,VIDRIO,Transparente Claro,Botella,1.25 L,TRUE,Coca-Cola,Original ,FALSE,Gaseosa,Pao/1/Fotos 1/ RECICLABLES/Coca cola grande,,,,,,,,,,,,,,
Coca-cola Original 1.25 L,794,PET,Transparente Claro,Botella,1.25 L,TRUE,Coca-Cola,Original ,FALSE,Gaseosa,Pao/1/Fotos 1/ RECICLABLES/Coca cola grande,,,,,,,,,,,,,,
Tubo de crema dental Colgate Total 12 Clean Mint,795,PLÁSTICO,Colorido brillante,Envoltorio,75 g,TRUE,Colgate,Total 12 Clean Mint,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Colgate,,,,,,,,,,,,,,
Colgate Caja Total 12 Clean Mint ,796,CARTÓN,Colorido opaco,Envoltorio,50 g,N/A,Colgate,Total 12 Clean Mint,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Colgate,,,,,,,,,,,,,,
Colgate caja Luminous White Lovers ,797,CARTÓN,Colorido oscuro,Envoltorio,70 g ,N/A,Colgate,Luminous White Lovers ,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Colgate,,,,,,,,,,,,,,
Crema de leche Alquería,798,PLÁSTICO,Colorido opaco ,Envoltorio,180 g,TRUE,Alquería,Crema de leche semientera,FALSE,,Pao/1/Fotos 1/ RECICLABLES/Crema de leche,,,,,,,,,,,,,,
Desodorante Rexona V8,799,MIXTO_RECICLABLE,Colorido opaco,Envoltorio,50 g,TRUE,Rexona,Desodorante V8 Men,FALSE,,,,,,,,,,,,,,,,
Desodorante Axe Collision 48 H,800,MIXTO_RECICLABLE,Colorido opaco,Lata,150 ml,TRUE,Axe,Collision ,FALSE,,,,,,,,,,,,,,,,
